001   179.527000   5.603811
002   179.562930   5.793438
003   179.656004   5.940375
004   179.459464   5.896461
005   179.626776   5.738366
006   179.717839   5.900689
007   179.597780   5.788394
008   179.687874   5.764268
009   179.784016   5.872936
010   179.690929   5.747507
011   179.658686   5.800665
012   179.729581   5.831479
013   179.665778   5.805480
014   179.639914   5.875944
015   179.590870   5.884763
016   179.828205   5.769425
017   179.646947   5.939484
018   179.734984   5.759477
019   179.779876   5.787269
020   179.692567   5.824569
021   0.000000   0.000000
022   179.780733   5.775951
023   179.743681   5.924859
024   179.641295   5.852296
025   179.790000   5.798811
026   179.786826   5.918832
027   179.703682   5.848303
028   179.670982   5.706820
029   179.717296   5.871981
030   179.657141   5.790523
031   179.751489   5.843893
032   179.689173   5.940152
033   179.683579   5.897461
034   179.765852   5.874150
035   179.716722   5.877269
036   179.668547   5.920674
037   179.645932   5.886230
038   179.689900   5.793298
039   179.717887   5.850146
040   179.761927   5.757123
041   179.783248   5.939092
042   179.696847   5.731109
043   179.673381   5.914684
044   179.720144   5.937098
045   179.674762   5.930771
046   179.679921   5.967756
047   179.742707   5.847270
048   179.740057   5.942949
049   179.734650   5.867669
050   179.677293   5.942664
051   179.631866   5.907888
052   179.762704   5.791196
053   179.776855   5.829356
054   179.697332   5.883518
055   179.657194   5.886415
056   179.635933   5.918499
057   179.676309   5.895101
058   179.720523   5.882023
059   179.691293   5.885391
060   179.619408   5.940905
061   179.704632   5.921377
062   179.686177   5.905693
063   179.600234   6.107866
064   179.645814   5.883655
065   179.632953   5.876693
066   179.600278   5.912407
067   179.738724   5.978781
068   179.712164   5.904378
069   179.677550   5.921558
070   179.702412   5.918713
071   179.839521   6.021518
072   179.745613   5.904370
073   179.754162   6.013163
074   179.713798   5.839875
075   179.823358   5.938818
076   179.746342   5.784312
077   179.680199   5.842271
078   179.647350   5.821168
079   179.659910   5.860383
080   179.743796   5.788793
081   179.718850   5.955841
082   179.770821   5.867742
083   179.741643   5.953735
084   179.663038   5.958828
085   179.750364   5.948180
086   179.696761   5.895611
087   179.658779   5.847133
088   179.707790   5.987040
089   179.674595   5.892537
090   179.738157   6.011668
091   179.796463   5.871082
092   179.756047   5.884109
093   179.794414   5.944290
094   179.631094   5.835144
095   179.772223   5.962367
096   179.713698   5.869111
097   179.759874   5.933652
098   179.777989   5.934495
099   179.773140   5.979336
100   179.640075   5.911480
101   179.643704   5.960489
102   179.687612   5.960176
