001   0.9799400   0.9794800   0.9820500
002   0.9801900   0.9801000   0.9818300
003   0.9808200   0.9790600   0.9823800
004   0.9809500   0.9800500   0.9819300
005   0.9809800   0.9800400   0.9815000
006   0.9817900   0.9803100   0.9818800
007   0.9808100   0.9796500   0.9808900
008   0.9812100   0.9805300   0.9815800
009   0.9809000   0.9798200   0.9820100
010   0.9809900   0.9798400   0.9816800
011   0.9806500   0.9797100   0.9820800
012   0.9806000   0.9802000   0.9820100
013   0.9807900   0.9800800   0.9816200
014   0.9814900   0.9801600   0.9823900
015   0.9807500   0.9798900   0.9821100
016   0.9805400   0.9793400   0.9820700
017   0.9814800   0.9794900   0.9820900
018   0.9799700   0.9807300   0.9823600
019   0.9805900   0.9799300   0.9823700
020   0.9805700   0.9795800   0.9810900
021   0.9805400   0.9807000   0.9815700
022   0.9811000   0.9805800   0.9819400
023   0.9806500   0.9795700   0.9822100
024   0.9809400   0.9792200   0.9818600
025   0.9804700   0.9797600   0.9823700
026   0.9804900   0.9801300   0.9821000
027   0.9806100   0.9797600   0.9818400
028   0.9805900   0.9802300   0.9815700
029   0.9805300   0.9800900   0.9820300
030   0.9801300   0.9800300   0.9817100
031   0.9802100   0.9798500   0.9818300
032   0.9811100   0.9802000   0.9813900
033   0.9806900   0.9802800   0.9810900
034   0.9802400   0.9792300   0.9823700
035   0.9811900   0.9798500   0.9818300
036   0.9807900   0.9796600   0.9823800
037   0.9807500   0.9800900   0.9817000
038   0.9809100   0.9800300   0.9817500
039   0.9803900   0.9800300   0.9814300
040   0.9812000   0.9793600   0.9821600
041   0.9809800   0.9803000   0.9818300
042   0.9811500   0.9798200   0.9811700
043   0.9806700   0.9797600   0.9821400
044   0.9806500   0.9798500   0.9820300
045   0.9811600   0.9800000   0.9811700
046   0.9819200   0.9798500   0.9821300
047   0.9806500   0.9794700   0.9820300
048   0.9815200   0.9794100   0.9816000
049   0.9807900   0.9798600   0.9820900
050   0.9806500   0.9799400   0.9816600
051   0.9806100   0.9792400   0.9819500
052   0.9808400   0.9792100   0.9818000
053   0.9805300   0.9797300   0.9815700
054   0.9806400   0.9795400   0.9819800
055   0.9804400   0.9800400   0.9817000
056   0.9804000   0.9798800   0.9821500
057   0.9811700   0.9802100   0.9819500
058   0.9806700   0.9804800   0.9817400
059   0.9809800   0.9804200   0.9816600
060   0.9809400   0.9794700   0.9818700
061   0.9813300   0.9803600   0.9822500
062   0.9809100   0.9801200   0.9817400
063   0.9805400   0.9796700   0.9822300
064   0.9808200   0.9799400   0.9822300
065   0.9807100   0.9802200   0.9818200
066   0.9814400   0.9795200   0.9816700
067   0.9810400   0.9801300   0.9822600
068   0.9803100   0.9800800   0.9820800
069   0.9811800   0.9800700   0.9820300
070   0.9801600   0.9797900   0.9828200
071   0.9811800   0.9783600   0.9811900
072   0.9813000   0.9789900   0.9821100
073   0.9809800   0.9797600   0.9822000
074   0.9809400   0.9806200   0.9818800
075   0.9812800   0.9794100   0.9813300
076   0.9814700   0.9800700   0.9809400
077   0.9808800   0.9804800   0.9812700
078   0.9810400   0.9805700   0.9822600
079   0.9810300   0.9796600   0.9822000
080   0.9802500   0.9802800   0.9820700
081   0.9816400   0.9800000   0.9820600
082   0.9819800   0.9797500   0.9818700
083   0.9814400   0.9791300   0.9817200
084   0.9805700   0.9799200   0.9819300
085   0.9810800   0.9801200   0.9811000
086   0.9797600   0.9795100   0.9818400
087   0.9811400   0.9799100   0.9818900
088   0.9816500   0.9799700   0.9824000
089   0.9804800   0.9804900   0.9814000
090   0.9808000   0.9795100   0.9821100
091   0.9808000   0.9799400   0.9827000
092   0.9816200   0.9794600   0.9820700
093   0.9811300   0.9797800   0.9824500
094   0.9806400   0.9801200   0.9807900
095   0.9811100   0.9794600   0.9820900
096   0.9802200   0.9790200   0.9819700
097   0.9816200   0.9798700   0.9813900
098   0.9807700   0.9801100   0.9822000
099   0.9805700   0.9800800   0.9815200
100   0.9809600   0.9795400   0.9823500
101   0.9811400   0.9799000   0.9822000
102   0.9806400   0.9803200   0.9824600
