001   0.9809600   0.9798400   0.9812500
002   0.9805700   0.9794600   0.9810400
003   0.9806400   0.9796300   0.9820800
004   0.9805000   0.9796300   0.9818400
005   0.9809300   0.9800800   0.9818500
006   0.9818700   0.9794200   0.9823300
007   0.9803200   0.9796500   0.9819000
008   0.9809800   0.9794700   0.9813400
009   0.9801900   0.9794300   0.9812300
010   0.9806600   0.9793700   0.9810300
011   0.9806400   0.9797400   0.9820100
012   0.9803200   0.9792200   0.9820900
013   0.9804100   0.9797000   0.9815600
014   0.9806900   0.9806300   0.9814800
015   0.9803000   0.9803100   0.9816800
016   0.9806800   0.9789300   0.9809900
017   0.9813700   0.9798000   0.9811500
018   0.9800100   0.9801200   0.9811300
019   0.9810700   0.9797500   0.9821900
020   0.9811700   0.9792600   0.9811300
021   0.9804300   0.9802200   0.9812100
022   0.9805300   0.9793500   0.9808700
023   0.9802700   0.9797000   0.9809500
024   0.9804700   0.9803100   0.9824800
025   0.9801600   0.9794500   0.9823000
026   0.9806600   0.9798300   0.9826700
027   0.9808200   0.9797500   0.9808400
028   0.9815100   0.9804700   0.9819800
029   0.9815600   0.9801400   0.9812700
030   0.9807400   0.9796800   0.9820800
031   0.9802100   0.9793400   0.9816100
032   0.9803800   0.9802400   0.9814800
033   0.9793200   0.9795300   0.9816100
034   0.9806000   0.9796800   0.9809100
035   0.9803300   0.9793100   0.9821600
036   0.9810200   0.9800200   0.9814500
037   0.9807200   0.9798500   0.9820300
038   0.9804000   0.9800300   0.9817300
039   0.9809100   0.9797400   0.9811100
040   0.9804300   0.9802600   0.9813200
041   0.9816000   0.9798000   0.9812800
042   0.9804200   0.9797000   0.9820400
043   0.9806200   0.9804400   0.9821400
044   0.9809200   0.9793700   0.9818300
045   0.9808600   0.9801400   0.9821800
046   0.9813100   0.9796200   0.9816200
047   0.9806700   0.9788500   0.9820300
048   0.9803900   0.9798500   0.9826300
049   0.9809700   0.9808300   0.9816800
050   0.9806600   0.9800900   0.9819000
051   0.9806300   0.9790200   0.9818700
052   0.9808900   0.9797200   0.9811700
053   0.9810800   0.9800100   0.9818600
054   0.9808800   0.9800300   0.9818400
055   0.9804300   0.9804800   0.9814800
056   0.9799200   0.9789300   0.9824200
057   0.9810300   0.9797600   0.9811100
058   0.9811200   0.9798500   0.9815000
059   0.9812200   0.9792300   0.9811400
060   0.9810000   0.9793900   0.9818700
061   0.9809100   0.9800100   0.9822600
062   0.9804200   0.9798400   0.9817300
063   0.9804800   0.9799800   0.9820400
064   0.9811100   0.9799900   0.9815100
065   0.9810600   0.9798900   0.9818500
066   0.9807200   0.9804200   0.9821500
067   0.9808700   0.9806000   0.9814700
068   0.9805000   0.9798000   0.9810300
069   0.9810100   0.9787500   0.9818100
070   0.9797800   0.9796800   0.9816400
071   0.9805800   0.9796100   0.9822700
072   0.9807600   0.9796900   0.9818600
073   0.9810700   0.9794300   0.9825000
074   0.9819700   0.9798400   0.9810100
075   0.9814200   0.9789700   0.9816200
076   0.9811300   0.9792200   0.9824200
077   0.9806600   0.9804500   0.9819300
078   0.9803400   0.9802900   0.9821100
079   0.9805600   0.9801600   0.9822100
080   0.9807900   0.9797400   0.9815900
081   0.9808200   0.9799000   0.9811800
082   0.9807800   0.9804800   0.9811200
083   0.9810700   0.9800800   0.9814600
084   0.9802800   0.9790100   0.9822400
085   0.9815700   0.9799700   0.9822900
086   0.9815800   0.9790900   0.9820500
087   0.9809000   0.9799800   0.9827000
088   0.9811300   0.9798800   0.9819500
089   0.9805600   0.9789600   0.9817700
090   0.9808500   0.9802000   0.9822900
091   0.9812100   0.9807700   0.9820100
092   0.9807800   0.9800700   0.9823600
093   0.9810900   0.9799200   0.9818300
094   0.9805700   0.9797600   0.9816600
095   0.9809600   0.9801100   0.9821100
096   0.9805700   0.9799300   0.9819000
097   0.9812500   0.9797900   0.9822600
098   0.9814000   0.9802300   0.9817800
099   0.9816000   0.9800900   0.9821700
100   0.9807000   0.9793800   0.9810300
101   0.9809100   0.9791000   0.9809600
102   0.9806600   0.9794200   0.9818800
103   0.9811300   0.9799700   0.9812700
104   0.9808600   0.9792800   0.9822800
105   0.9805500   0.9802500   0.9824600
106   0.9807700   0.9799700   0.9813900
107   0.9807600   0.9803700   0.9821800
108   0.9803800   0.9797500   0.9814700
109   0.9811200   0.9793400   0.9819100
110   0.9815400   0.9791800   0.9819800
111   0.9802700   0.9802000   0.9820400
112   0.9806300   0.9808800   0.9813500
113   0.9817100   0.9802200   0.9816700
114   0.9813500   0.9805000   0.9810600
115   0.9807300   0.9803900   0.9816900
116   0.9812000   0.9802600   0.9818500
117   0.9811800   0.9804900   0.9819400
118   0.9804500   0.9798400   0.9817000
119   0.9801200   0.9795300   0.9819800
120   0.9805500   0.9795100   0.9816700
121   0.9816200   0.9795700   0.9811100
122   0.9811600   0.9804900   0.9818000
123   0.9811200   0.9802500   0.9820400
124   0.9805800   0.9799900   0.9812700
125   0.9804300   0.9802900   0.9812600
126   0.9812400   0.9788900   0.9821000
127   0.9800800   0.9801700   0.9814100
128   0.9802600   0.9795700   0.9826600
129   0.9806000   0.9804300   0.9819000
130   0.9805800   0.9790200   0.9808900
131   0.9809700   0.9791100   0.9818800
132   0.9808700   0.9796800   0.9819200
133   0.9813800   0.9796400   0.9822300
134   0.9812200   0.9804700   0.9819600
135   0.9808700   0.9805200   0.9823000
136   0.9813100   0.9796800   0.9819700
137   0.9804700   0.9803300   0.9816000
138   0.9810300   0.9800200   0.9816000
139   0.9806700   0.9801900   0.9817900
140   0.9818300   0.9800600   0.9822900
141   0.9810300   0.9806500   0.9820500
142   0.9806700   0.9797300   0.9815600
143   0.9820600   0.9795400   0.9829800
144   0.9801300   0.9797800   0.9816600
145   0.9808100   0.9801900   0.9811900
146   0.9817300   0.9795600   0.9814200
147   0.9811000   0.9797100   0.9818700
148   0.9809800   0.9796800   0.9819000
149   0.9806600   0.9797700   0.9814800
150   0.9814200   0.9798800   0.9818700
151   0.9817500   0.9800700   0.9818700
152   0.9808800   0.9802300   0.9823300
153   0.9814800   0.9799700   0.9822200
154   0.9811200   0.9794400   0.9818400
155   0.9804600   0.9802600   0.9815900
156   0.9811200   0.9804900   0.9815300
157   0.9812400   0.9802300   0.9819600
158   0.9811600   0.9803000   0.9818400
159   0.9803900   0.9806000   0.9815900
160   0.9813200   0.9800000   0.9818000
161   0.9811000   0.9796900   0.9813700
162   0.9806900   0.9794700   0.9818300
163   0.9809500   0.9798400   0.9826000
164   0.9812200   0.9796600   0.9819900
165   0.9817600   0.9793300   0.9811600
166   0.9808400   0.9801100   0.9815800
167   0.9797500   0.9802100   0.9822000
168   0.9806500   0.9805500   0.9817800
169   0.9809400   0.9799800   0.9815100
