001   0.0132110   0.0139020   0.0125750
002   0.0135410   0.0141880   0.0128960
003   0.0133290   0.0140250   0.0127380
004   0.0132570   0.0139360   0.0126110
005   0.0133860   0.0140150   0.0127370
006   0.0135160   0.0141890   0.0128330
007   0.0131880   0.0138430   0.0125520
008   0.0132950   0.0139660   0.0126360
009   0.0131370   0.0137610   0.0124420
010   0.0133680   0.0140150   0.0127160
011   0.0133940   0.0140190   0.0126870
012   0.0133710   0.0140860   0.0127450
013   0.0132190   0.0139010   0.0125990
014   0.0132280   0.0139030   0.0125690
015   0.0133990   0.0140910   0.0126950
016   0.0134640   0.0141430   0.0127560
017   0.0134400   0.0141060   0.0128350
018   0.0132350   0.0139300   0.0125810
019   0.0134200   0.0141220   0.0127940
020   0.0134360   0.0140720   0.0127390
021   0.0132090   0.0138740   0.0125170
022   0.0133410   0.0140170   0.0126860
023   0.0136770   0.0143740   0.0130220
024   0.0133870   0.0140290   0.0127190
025   0.0134040   0.0140720   0.0127600
026   0.0135290   0.0141860   0.0128300
027   0.0133330   0.0139820   0.0127270
028   0.0134360   0.0140760   0.0128080
029   0.0132530   0.0138870   0.0126240
030   0.0135380   0.0141740   0.0128990
031   0.0133770   0.0140920   0.0126310
032   0.0133240   0.0139970   0.0126540
033   0.0132550   0.0138650   0.0125850
034   0.0134260   0.0141090   0.0127770
035   0.0134540   0.0141200   0.0127820
036   0.0132640   0.0138940   0.0126570
037   0.0132580   0.0139790   0.0125720
038   0.0134230   0.0140870   0.0127140
039   0.0134200   0.0141090   0.0127440
040   0.0132780   0.0139510   0.0126050
041   0.0131630   0.0138200   0.0124680
042   0.0134370   0.0140960   0.0127650
043   0.0133780   0.0139720   0.0127090
044   0.0133210   0.0139620   0.0126730
045   0.0132660   0.0139540   0.0126160
046   0.0134020   0.0140520   0.0126850
047   0.0133670   0.0140370   0.0126900
048   0.0135100   0.0141610   0.0128380
049   0.0133230   0.0139770   0.0126590
050   0.0134670   0.0140900   0.0128160
051   0.0134080   0.0140830   0.0126940
052   0.0135670   0.0142140   0.0128940
053   0.0134520   0.0141040   0.0127750
054   0.0134280   0.0141230   0.0127210
055   0.0134320   0.0141220   0.0127370
056   0.0135770   0.0142280   0.0129260
057   0.0133520   0.0140190   0.0126770
058   0.0134750   0.0141290   0.0128260
059   0.0133150   0.0139560   0.0126250
060   0.0133570   0.0140180   0.0126820
061   0.0133990   0.0140510   0.0127110
062   0.0132900   0.0139480   0.0126520
063   0.0134030   0.0140350   0.0127570
064   0.0133500   0.0140460   0.0127070
065   0.0134020   0.0140150   0.0127420
066   0.0135260   0.0141820   0.0128930
067   0.0132050   0.0138770   0.0125390
068   0.0133150   0.0140000   0.0126810
069   0.0132550   0.0138950   0.0125890
070   0.0136130   0.0142820   0.0129350
071   0.0134530   0.0141060   0.0127830
072   0.0132990   0.0139470   0.0125840
073   0.0135480   0.0142060   0.0129200
074   0.0131280   0.0137450   0.0124880
075   0.0133190   0.0139410   0.0126760
076   0.0133590   0.0140520   0.0126720
077   0.0131530   0.0137990   0.0124880
078   0.0134610   0.0141620   0.0127960
079   0.0134550   0.0141270   0.0127890
080   0.0132800   0.0139180   0.0126460
081   0.0132860   0.0139440   0.0126270
082   0.0133090   0.0139770   0.0126220
083   0.0133840   0.0140580   0.0127240
084   0.0133560   0.0140390   0.0127060
085   0.0133560   0.0140090   0.0126760
086   0.0134650   0.0141020   0.0127870
087   0.0132100   0.0138570   0.0124990
088   0.0133190   0.0139430   0.0126350
089   0.0132410   0.0138910   0.0125620
090   0.0133210   0.0140080   0.0126780
091   0.0133420   0.0140180   0.0126760
092   0.0134710   0.0141510   0.0128090
093   0.0134120   0.0140700   0.0127210
094   0.0132800   0.0139620   0.0126010
095   0.0133970   0.0140780   0.0127630
096   0.0131530   0.0138270   0.0125310
097   0.0133550   0.0140650   0.0127190
098   0.0133430   0.0140170   0.0126680
099   0.0132460   0.0139060   0.0125780
100   0.0131640   0.0138550   0.0125070
101   0.0133620   0.0140280   0.0127270
102   0.0134200   0.0140640   0.0127520
