6.000E+03 1.167E-02 
6.100E+03 1.167E-02 
6.200E+03 1.167E-02 
6.300E+03 1.167E-02 
6.400E+03 1.167E-02 
6.500E+03 1.168E-02 
6.600E+03 1.168E-02 
6.700E+03 1.168E-02 
6.800E+03 1.168E-02 
6.900E+03 1.169E-02 
7.000E+03 1.169E-02 
7.100E+03 1.169E-02 
7.200E+03 1.169E-02 
7.300E+03 1.169E-02 
7.400E+03 1.169E-02 
7.500E+03 1.170E-02 
7.600E+03 1.170E-02 
7.700E+03 1.170E-02 
7.800E+03 1.170E-02 
7.900E+03 1.170E-02 
8.000E+03 1.170E-02 
8.100E+03 1.171E-02 
8.200E+03 1.171E-02 
8.300E+03 1.171E-02 
8.400E+03 1.171E-02 
8.500E+03 1.171E-02 
8.600E+03 1.171E-02 
8.700E+03 1.171E-02 
8.800E+03 1.172E-02 
8.900E+03 1.172E-02 
9.000E+03 1.172E-02 
9.100E+03 1.172E-02 
9.200E+03 1.172E-02 
9.300E+03 1.172E-02 
9.400E+03 1.172E-02 
9.500E+03 1.172E-02 
9.600E+03 1.172E-02 
9.700E+03 1.173E-02 
9.800E+03 1.173E-02 
9.900E+03 1.173E-02 
1.000E+04 1.173E-02 
1.010E+04 1.173E-02 
1.020E+04 1.173E-02 
1.030E+04 1.173E-02 
1.040E+04 1.173E-02 
1.050E+04 1.173E-02 
1.060E+04 1.173E-02 
1.070E+04 1.173E-02 
1.080E+04 1.174E-02 
1.090E+04 1.174E-02 
1.100E+04 1.174E-02 
1.110E+04 1.174E-02 
1.120E+04 1.174E-02 
1.130E+04 1.174E-02 
1.140E+04 1.174E-02 
1.150E+04 1.174E-02 
1.160E+04 1.174E-02 
1.170E+04 1.174E-02 
1.180E+04 1.174E-02 
1.190E+04 1.174E-02 
1.200E+04 1.174E-02 
2.000E+04 1.179E-02 
3.000E+04 1.180E-02 
4.000E+04 1.182E-02 
5.000E+04 1.182E-02 
6.000E+04 1.183E-02 
8.000E+04 1.184E-02 
1.000E+05 1.184E-02 
